Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,predicted_label
"@HerbalistChief Anything bill gates is involved in, stay far away from it🙏",0.0,0.0,2.0,68.0,English,Twitter,ajoke_fateemah,"New Jersey, USA",2024,11,30,16,1,Saturday,SYN_be3e64646595c581,Synthetic_ID,Uncertain
"@Incognito_qfs I agree with you 100%.  Strays are a menace and a danger to the society. 

Anyone feeding these strays should be made accountable by making them adopt the dogs mandatorily. 

Once adopted, they should follow every health and general guidelines as a pet owner. 

Vaccination
Chip",8.0,3.0,28.0,8038.0,English,Twitter,aamirkhan78,Australia,2025,6,30,13,34,Monday,SYN_a92961e6ccc93b1b,Synthetic_ID,Factual
Vaccines save lives,0.0,0.0,1.0,81.0,Spanish,Facebook,John Harmicar,Lagos,2024,9,4,21,47,Wednesday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfNzc4ODg4MzExNzk1NzIw,Platform_ID,Factual
"@HerbalistChief ""4. Your child being vaccinated doesn't guarantee he or she won't get malaria.""

@HealthZA --plz ..dont force this to SAns",0.0,0.0,3.0,311.0,English,Twitter,DuvhaSun,African South African,2024,11,30,11,43,Saturday,SYN_6a7d571d4ae17c0e,Synthetic_ID,Factual
@woye1 @WHO The introduction of the new 5-in-1 vaccine against meningitis is a monumental achievement for Nigeria. Special congratulations to @muhammadpate and the scientists whose relentless work made this possible.,1.0,4.0,37.0,3449.0,English,Twitter,MBNEWS_Official,Hopefully HELL soon!,2024,4,13,13,26,Saturday,SYN_27d0a7009974bded,Synthetic_ID,Uncertain
My dad had polio and I was born in September 1954. I believe in science.,0.0,0.0,1.0,81.0,English,Facebook,Larry Johnson,Germany,2024,4,13,10,24,Saturday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfODIzMTM2MjQzOTYyNTY5,Platform_ID,Uncertain
"My father had polio as a child he spent 6 yrs in an Iron lung, he got out at around 12yrs old with the help of Sister Kenny, before she went to the USA.

My aunty looked after dad he had callipers on his legs he survived until he was 64yrs.

He married had 4 kids &  worked he had to retire at 46yrs as the polio came back.

Charles Glouster Bates 
1931-1998 
Melbourne Australia 🇦🇺",0.0,0.0,1.0,81.0,English,Facebook,Peter Bates,Nigeria,2021,12,8,1,33,Wednesday,Y29tbWVudDoxMzU3MzM5ODI5MzM3Mjc5XzIxNjgxMDgyMTM2NzcwNzM=,Platform_ID,Uncertain
"How that concerned me, no be una get covid19",0.0,0.0,1.0,81.0,English,Facebook,Hazeemazee Enny Usman,Africa,2023,4,11,13,26,Tuesday,Y29tbWVudDo0MDU3MzQyMDkwOTcwNTg5XzQwNTczNjI2MDc2MzUyMDQ=,Platform_ID,Uncertain
@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo This type of celebration will have made sense if Nigeria had invented the vaccine and you are celebrating first shipment to other countries of the world. #nationalpride and economic growth should be the purpose of your celebration.,0.0,0.0,2.0,0.0,English,Twitter,ITVisor,"Ontario, Canada",2021,3,2,17,58,Tuesday,SYN_f003fabdf217a2b3,Synthetic_ID,Factual
@IanCopeland5 There is not a single goddamn thing about banning vaccines They just don't want to make a mandatory and they want people to be fully informed about what's going in and the health and medical benefits of it The only vaccine are against is the COVID one,0.0,0.0,0.0,14.0,English,Twitter,LegaultThe94199,Bulgaria,2024,12,4,1,9,Wednesday,SYN_ab5ff9701507bbce,Synthetic_ID,Factual
Queue the anti-vaxxers who couldn't pass an undergraduate biology 101 exam.....,0.0,0.0,1.0,81.0,English,Facebook,Crys Tal,"Westland, Nederland",2025,2,22,7,3,Saturday,Y29tbWVudDoxMjEzNzkwNDc3MjczMzAyXzEzMjc3Njc0NDkwNTEyMzI=,Platform_ID,Misinformation
Sana  pag ung principal o ung barko na Wala sa mga bansa na natukoy hnde na sana mag pa vaccine .  Kagaya saamin china at Indonesia lang. Dapat din mag pa inject ? Baka pag uwi zombie na 😂😂,0.0,0.0,1.0,81.0,Hausa,Facebook,Exequiel Napallacan,Nigeria,2024,4,14,10,54,Sunday,Y29tbWVudDo4MzQzODg2MDU4NjIyNjhfMTE2MjkxNDcwNTgwNjI4Mg==,Platform_ID,Uncertain
"How did a ‘vaccine’ that didn’t stop transmission, didn’t prevent infection and didn’t even have any marked improvement on the symptoms save so many lives…?",0.0,0.0,1.0,81.0,English,Facebook,Shaun Frazier,"Napoli, Campania",2024,11,28,15,28,Thursday,Y29tbWVudDoxMjEzNzkwNDc3MjczMzAyXzEzNzgzMDgyOTM2MzA5Njk=,Platform_ID,Uncertain
"@instablog9ja FG introduces vaccine but can't give little kids free education. 
Bill Gates vaccine.",0.0,0.0,0.0,1.0,English,Twitter,Dabeatz29,Tanzania,2024,12,2,22,2,Monday,SYN_16ea7b58feec5eb7,Synthetic_ID,Misinformation
"@instablog9ja We don't need malaria vaccine now, what we need is food and not malaria vaccine thank you",0.0,0.0,3.0,551.0,English,Twitter,Rich_waj,Wordwide,2024,10,18,8,30,Friday,SYN_bbc04360e25aece2,Synthetic_ID,Uncertain
@pizdets17 Nigerians probably know better that vaccination is scam.. This nation is on the top of all schemes.,0.0,0.0,4.0,0.0,English,Twitter,windian666,CAWARIUM,2021,12,8,5,51,Wednesday,SYN_57c8ee314f6a43e2,Synthetic_ID,Uncertain
"Na hair band you Sabi!.
But you non Sabi  to wear her shoes or stocks while going for immunisation 🙄😱",0.0,0.0,1.0,81.0,Igbo,Facebook,Odion Maris Ihens.,"Osogbo, Osun State.",2023,5,11,6,23,Thursday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfOTc1NDM4MjA0NDY0NzU5,Platform_ID,Uncertain
#Loving ❤️ #Jonas #Salk #People #Scientist................ #God's #Gift #Dr. #JonasSalk - #Declined #To #Patent................ #போலியோ #சொட்டு #மருந்து #Polio #PolioDrods #தடுப்பூசி #Vaccine............... #Said #There's #No Patent #For #Clouds & #Sun................ 🌍 #Humanity ❤️  #Love................ My Old Update Words With #Facebook Timeline...,0.0,0.0,1.0,81.0,English,Facebook,Rajkumar James,LISA SOLO STAN,2025,8,12,8,8,Tuesday,Y29tbWVudDoxMDc1MjcwODQxMzAxNDM3XzYwOTY1ODYyODc2NDM1MQ==,Platform_ID,Uncertain
I fear these immunization,0.0,0.0,1.0,81.0,Igbo,Facebook,Sofia Mwanyumba,Somewhere on the earth,2024,9,7,22,54,Saturday,Y29tbWVudDo5MjM4MzMwMzk5MTkzMTJfMTc3MDU5MDI4NzEzMDc5OA==,Platform_ID,Uncertain
Private hospitals are so expensive. I pay over 100k for my child’s immunization,0.0,0.0,1.0,81.0,Igbo,Facebook,Chidimma Maria Ezeogbuka,"Federal Capital Territory, Nigeria",2024,9,8,18,45,Sunday,Y29tbWVudDo5MDQ0NTQwMzg1MjM4NzlfMTM1MTk1MDYzOTE1NDU3MA==,Platform_ID,Factual
"@IanCopeland5 Who cares about autism, these vaccines are killing Africans!

There was a huge meningitis outbreak immediately following the vaccine rollout.

Your ignorance gets people killed.

April 4th 1 million had been vaccinated...

As of April 6, 2025, there have been 156 reported deaths https://t.co/IwkkKENacU",0.0,0.0,2.0,72.0,English,Twitter,BreakingNewsFi2,"Black Earth, WI",2025,6,21,20,55,Saturday,SYN_d7128b1a595cb0fb,Synthetic_ID,Misinformation
"Yes there are extremely rare cases of vaccine induced polio. But it is extremely rare and usually in countries where they still use OPV (Oral polio vaccines).

However we do 1.5 billion polio vaccines globally each year. So if we believe his stat of 560 a year (which is false) we still have a 0.000037% chance of having a severe reaction to the vaccine.

Prior to the vaccine the chances of being paralysed by polio was 0.02% or 1 in 4000.

So you are 540 times more
Likely to be paralysed by polio without vaccines.

If you were going to jump out of a plane and I told you that one parachute was 540 more times
Likely to fail… would you use it? No fucking way.

So let’s stop the bullshit.",0.0,0.0,1.0,81.0,English,Facebook,Dain Pye,Planet earth,2025,3,27,1,38,Thursday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfNDIzMzMzMDUyMDI0NjgzNQ==,Platform_ID,Factual
Please let me know how to get the vaccine. I have a cancer patient and need this vaccine help me,0.0,0.0,1.0,81.0,English,Facebook,Janas Bangash,African South African,2023,7,6,22,24,Thursday,Y29tbWVudDo3NzkxOTc2NjE1MzA1MDVfNzcwOTQ2NDY5MDIzMDA4,Platform_ID,Uncertain
"@WHOAFRO Bill Gates succeded in bribing his way into decimating the children with their malaria poison termed vaccine!As long as I live, none of my children will ever knowingly take any thing called vaccines..never again after my child died after being vaccinated.All vaccines are poisons",0.0,0.0,0.0,13.0,English,Twitter,ajieh16,nigeria,2024,1,23,11,24,Tuesday,SYN_79fbb816d1a1da61,Synthetic_ID,Misinformation
Ogun kill government vaccination fire,0.0,0.0,1.0,81.0,English,Facebook,Austine Sunday,In your head,2021,2,3,1,59,Wednesday,Y29tbWVudDoxMjY0MDQ4ODcyNDI1OTYwXzcxODQ3NDc5NzIwODQ3Mg==,Platform_ID,Uncertain
@YarKafanchan There are 100s of strands of HPV and the vaccine covers 9.  NINE.  As I hygienist I can tell you for certain the vaccine isnt covering all strands that cause oral cancer.    And how many autoimmune diseases are young girls contracting bc of the V?   Huge increase in Lupus.,1.0,0.0,0.0,29.0,English,Twitter,annied8888,"Delaware, USA",2023,10,14,17,6,Saturday,SYN_20a51333000d1861,Synthetic_ID,Factual
"The clock is ticking, but we are still hopeful! 

@VaccineNet_NG and passionate public health advocates just sounded the alarm!  Our press conference today on ""Nigeria's Immunization Funding for Vaccines and Devices: Navigating Financial  Challenges with Resolve"" laid bare the https://t.co/rTUPPwYk0l",0.0,7.0,13.0,153.0,English,Twitter,VaccineNet_NG,Nigeria,2023,12,21,21,23,Thursday,"=""1737931743498285509""",Platform_ID,Factual
"For nine years during my deployment in the Polio Eradication Project of WHO and Government of India, as Surveillance Medical Officer, I walked through the slums of north Bihar, Jharkhand and western Uttar Pradesh every day, day after day, week after week, month after month, year after year. 

It was in those 'hell holes', those 'dark regions of this earth' that the WPV (Wild Polio Virus) was surviving, lurking  and paralysing and disabling the poor and marginalised young children who I was examining as cases of AFP  (Acute Flaccid Paralysis) and vaccinating lacks of children around those cases of AFP due to WPV..

I would urge you to click on the link below to see the kind of muck that our motivated vaccination teams and Surveillance Medical Officers had to walk through every day. The 'hell holes' these unfortunate children were condemned to live in. This is the real India, far from the madding, urban, glittering and showcased India.

👇🏼👇🏼👇🏼

https://www.facebook.com/share/v/1BUsjwS8e1/",0.0,0.0,1.0,81.0,English,Facebook,Shubhashish Sircar,Nigeria,2024,4,13,10,28,Saturday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1Xzg1MzEyMjU3MDQ3NTc5Ng==,Platform_ID,Factual
Do I really care if people who couldn’t pass a basic science class don’t get vaccinated? Not really.,0.0,0.0,1.0,81.0,English,Facebook,Matthew Gore,Shanghai 上海,2025,6,30,2,9,Monday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzYyODQzMTUyNjc4NzkwMQ==,Platform_ID,Misinformation
"@toobaffled Jesus Christ. 2, 4, and 6 month olds already receive in insane amount of vaccines. What’s one more 🤯 It should be no surprise that SIDS peaks at those same times.",1.0,0.0,10.0,49.0,English,Twitter,MeeshFL,Nigeria,2025,8,23,16,26,Saturday,SYN_3055528f3dad547b,Synthetic_ID,Uncertain
"@aproko_doctor Please don't let your children take these vaccines!!!
Please don't let your children take these vaccines!!",1.0,1.0,1.0,213.0,English,Twitter,Ezeala95,Afterlife....,2024,11,28,9,41,Thursday,SYN_40d26731401f1b4b,Synthetic_ID,Factual
"@IanCopeland5 Great news! I'm sure the people of  Nigeria are rejoicing. 

The survivorship bias of antivaxers is astonishing .",0.0,0.0,6.0,283.0,English,Twitter,BellatrixEars,United States,2024,12,3,17,47,Tuesday,SYN_b6e51bd63eac119d,Synthetic_ID,Misinformation
"@NafdacAgency Again, you have failed to tell us what’s wrong with these drugs",1.0,0.0,3.0,323.0,English,Twitter,con_verter,Nigeria,2025,2,21,18,29,Friday,SYN_30c64251bb282043,Synthetic_ID,Factual
Bring on polio and measles,0.0,0.0,1.0,81.0,English,Facebook,Jeff Baez,"Anambra, Nigeria",2024,1,18,10,10,Thursday,Y29tbWVudDoxMTU5MjY2MzEzMDQ0Njc5Xzc2NTg1NDY3OTY3Mjk3NQ==,Platform_ID,Uncertain
@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo I hope they don't sell it,0.0,0.0,0.0,0.0,English,Twitter,iamosonducben,Research & Business Consultant,2021,3,2,16,45,Tuesday,SYN_2a3dd643b76608d4,Synthetic_ID,Factual
"@IanCopeland5 These takes are so moronic. Just because vaccines work doesn’t mean all are created equal. We should be honest about that and educate the differences.

Also, let’s see the safety and effectiveness data. Informed consent dictates this be available. All studies done on the vaccine.",5.0,0.0,1.0,28.0,English,Twitter,coop0203,"Wisconsin, USA",2024,12,5,5,41,Thursday,SYN_4a6aa57439e25dd1,Synthetic_ID,Factual
"@harryfisherEMTP The inserts contain every conceivable side effect related to the vax and incidence of occurrence. The print is small because it needs to fit in a small box. The full list of ingredients is also included, including inert ingredients.",0.0,0.0,4.0,94.0,English,Twitter,Nurse53093502,St Elsewhere,2024,10,18,22,24,Friday,SYN_c2bd4d7edf32c2b3,Synthetic_ID,Uncertain
"@SecKennedy Just like the ultra processed food is still slop with or without the food dyes…

Vaccines are still poison with or without the mercury. 

MAHA is really a meme at this point",4.0,8.0,82.0,1453.0,English,Twitter,GubbaHomestead,Homesteading 👉,2025,11,4,1,1,Tuesday,SYN_57642fde7bf37397,Synthetic_ID,Uncertain
"Vaccines work

https://scontent.fabv2-2.fna.fbcdn.net/v/t39.30808-6/577899242_10161401611066300_4784319811777438713_n.jpg?stp=dst-jpg_p228x119_tt6&_nc_cat=103&ccb=1-7&_nc_sid=bd9a62&_nc_eui2=AeG3CNjrzUq9rxCueOv7triTzlXywh6FubzOVfLCHoW5vKm3TYZEQIxsRcl3-yPstb2kaj-lqinT3kbIzjvYDP9p&_nc_ohc=Vv0Dj9AtDVwQ7kNvwGqXg0N&_nc_oc=AdlHL69HihOADdNLyHee3PnUNWLjvtdON2SJdtJ_bBOAPoEbJ-XTWFQLejsf1HqmCCs&_nc_zt=23&_nc_ht=scontent.fabv2-2.fna&_nc_gid=DSfd_kbO9RzGYFauhw4VZQ&oh=00_Afjpstr2AQdSDcrQRvAatfAgpbSaigvMKvd3_HGtACIRew&oe=691662C6",0.0,0.0,1.0,81.0,English,Facebook,Geoff Nicholls,"Mirzapur, India",2025,11,2,8,6,Sunday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzI1MDI1ODU1NzkzNzMyMzAx,Platform_ID,Factual
"@aproko_doctor Mstcheew. Something that the west are using Nigeria for Clinical trials for? Where are the peer reviewed results on the long term effects?. After Covid, we are wiser. You don't immunize against one thing and make the immune system way more vulnerable to others. MBA!",3.0,9.0,51.0,3273.0,English,Twitter,ChiagoCeo,Nigeria,2024,11,28,10,16,Thursday,SYN_46f4f0ca812e70e7,Synthetic_ID,Factual
Polio was lead arsenate sprayed on the crops,0.0,0.0,1.0,81.0,English,Facebook,Peter Spiers,"Washington, DC",2024,6,5,10,12,Wednesday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV84MjIzNzIyOTM3MTk2MTU=,Platform_ID,Uncertain
"@aproko_doctor Wasn't that how they said that after the Covid vaccine, people would not catch Covid. Yet people caught it after being triple boosted. Even the US President and Tedros oo. Naah! We ain't falling for this.",2.0,0.0,10.0,944.0,English,Twitter,ChiagoCeo,Bharat,2024,11,28,10,17,Thursday,SYN_b523c8187c62262b,Synthetic_ID,Factual
Thank you for the reminder to get my vaccines updated.,0.0,0.0,1.0,81.0,English,Facebook,Carolyn Elsey,"Lagos, Nigeria",2024,10,20,18,5,Sunday,Y29tbWVudDoxMTIxMTgzMDk2MDMxNjA2XzEyOTEyOTI4MTg3ODIxOTk=,Platform_ID,Uncertain
"@DOlusegun They will cry about this achievement by the renewed hope government, and will be asking for prove. They will even ask if there is any disease like meningitis in Nigeria.

So shall they continue to wallow as Nigeria moves forward.",3.0,0.0,0.0,744.0,English,Twitter,deehsaRasheed,"Federal Capital Territory, Nig",2024,4,13,10,25,Saturday,SYN_683858d895d61e5b,Synthetic_ID,Uncertain
"@aproko_doctor Even if they paste ""FREE"" in the hall, wherever they giving the vaccine they will still collect money. Or is NIN not supposed to be free too?",1.0,0.0,0.0,0.0,English,Twitter,hArtboy_VEHAM,keep it moving..,2021,3,1,22,16,Monday,SYN_4b5174496af4938d,Synthetic_ID,Uncertain
Vaccines work !,0.0,0.0,1.0,81.0,English,Facebook,Julie Morcomb,Khartoum,2024,7,3,12,36,Wednesday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzEyOTMyNzEzOTI1NzgzMTM=,Platform_ID,Factual
"Na hair band you Sabi!.
But you non Sabi  to wear her shoes or stocks while going for immunisation 🙄😱",0.0,0.0,1.0,81.0,Igbo,Facebook,Odion Maris Ihens.,"Lagos, Nigeria",2024,4,13,14,4,Saturday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfOTc1NDM4MjA0NDY0NzU5,Platform_ID,Uncertain
@camanpour @yodifiji Nigeria has registered under 2000 deaths due to Covid. 9 deaths per million people.,0.0,0.0,0.0,0.0,English,Twitter,Thomasgordon01,Lives in Surrey UK.,2021,3,9,19,41,Tuesday,SYN_02c49eb96337cf61,Synthetic_ID,Uncertain
@newstart_2024 It’s child sacrifice this must end now it’s insane to continue to vaccinate healthy children,0.0,0.0,3.0,83.0,English,Twitter,dizzylizzy6969,INDIA,2025,8,26,8,50,Tuesday,SYN_c8552395f21d25a2,Synthetic_ID,Factual
"@BarronTNews_ CCCCCCCCCCCCCCCCCCCCCCCCCCC,,,,and he should be vaccinated with his own vaccines,,,, a few extra times for good measure, to make sure it takes, mfr",0.0,0.0,26.0,368.0,English,Twitter,max103669,"Nairobi, Kenya",2025,10,22,0,55,Wednesday,SYN_cee5e584c1e1b37b,Synthetic_ID,Uncertain
BS. Polio was a oral vaccine then the drug company found they cold make more money on the jab,0.0,0.0,1.0,81.0,English,Facebook,James Terrell Franklin,On the road to riches,2024,12,5,5,41,Thursday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzEzMzgzNjk1Njc5NDA4MjY=,Platform_ID,Uncertain
"Yes, measles. No biggie, bed for two weeks playing the super Nintendo and eating ice cream! Better immune system for it too now. 

A friend I went to highschool with has Gullain Barre Syndrome. It's the exact same disease as polio only named different to create the illusion it was eradicated by vaccines",0.0,0.0,1.0,81.0,Igbo,Facebook,Jmara King,Earth 🌎,2023,7,29,22,11,Saturday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzE3NDY1NDE3ODU5ODc2MjU=,Platform_ID,Uncertain
Go get your 8th Covid booster you fucking moron! Give A Shift About Nature 😂,0.0,0.0,1.0,81.0,English,Facebook,Jeff Reiter,"Abuja, Nigeria",2025,11,6,12,9,Thursday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzUxODExNjcxOTU0NDA5MDI=,Platform_ID,Uncertain
"@P_McCulloughMD @stinchfield1776 @McCulloughFund @DailyClout @DailyCloutAus @dailycloutinc Seriously? It’s 2025! If you're still lining up for COVID clot shots, a black box warning isn't going to help you. You should head to your nearest pharmacy and ask for six more boosters. At this point, fatal myocarditis might be society’s quickest fix.",0.0,3.0,11.0,199.0,English,Twitter,Bec33588323,きっと勝ちます ,2025,6,29,12,8,Sunday,SYN_24504e11584aa18b,Synthetic_ID,Uncertain
@aproko_doctor Is there a vaccine for adults?,0.0,0.0,2.0,390.0,English,Twitter,mini_maini_moi,Nigeria,2024,11,28,7,54,Thursday,SYN_a396acb832da144d,Synthetic_ID,Factual
"For anyone interested look up the Catholic Church's official response to this issue.
 Long story short , they believe public health is most important.   
 As a former antivaxer don't chase this carrot . antivaxxers don't believe that vaccines are safe or effective. they just like to bring up the aborted fetus issue as another ""I got you moment.""
 but if you could answer all their questions regarding this issue, they still will not vaccinate.",0.0,0.0,1.0,81.0,English,Facebook,Nikki Beck Olstad,"Florida, USA",2024,11,28,8,7,Thursday,Y29tbWVudDoxMjgxMTAzMjc2NzE1NjgxXzEyMzIxNDUwMDE4NjU3NjI=,Platform_ID,Misinformation
@NigeriaStories But what’s the vaccine for,1.0,0.0,1.0,382.0,English,Twitter,Marcopolo7707,"Ilorin, Nigeria",2024,4,13,10,32,Saturday,SYN_2b0ea2abe0e27176,Synthetic_ID,Uncertain
"@pshegs We say NO to these deadly intrusions into our populations. We are more aware now, no more wilful ignorance, no more deceits, no more vaccines!
#banMalariaVaccines",0.0,1.0,1.0,88.0,English,Twitter,BurgKhalif,Uk,2024,11,28,8,42,Thursday,SYN_0907affdb6a20e0e,Synthetic_ID,Uncertain
"I took my baby for immunization yesterday too..was suprised she didn’t even cry for 3 injections unlike before, I think she was in shock😂",0.0,0.0,1.0,81.0,Igbo,Facebook,Joyful Family,"Moscow, Russia",2025,11,6,18,49,Thursday,Y29tbWVudDo1NzA0MTYxNTU3NTYxMTlfNTYzODU1NTQ5OTc2MDU1,Platform_ID,Factual
"@DOlusegun If Nigerians are eating well, there is no need for any vaccines.",0.0,0.0,0.0,80.0,English,Twitter,DOTUNMOLECULE,"Altenberg bei Linz, Österreich",2024,4,13,15,19,Saturday,SYN_7e321c2c2f1b1473,Synthetic_ID,Uncertain
@NphcdaNG @CaptDanky @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Eno go reach us ooo,0.0,0.0,0.0,0.0,English,Twitter,Valfelix02,"Rivers, Nigeria",2021,3,2,19,1,Tuesday,SYN_298e22802164c83b,Synthetic_ID,Factual
"@VigilantFox The biggest reason for vaccines...Big Pharma makes billions and SHARES 💰💰💰with pediatricians, insurance companies, FDA, and MSM. Lots of ""commercial revenue"" in exchange for favorable vax coverage.",0.0,7.0,58.0,3449.0,English,Twitter,1cheriebaby,"Reno, NV",2024,5,28,20,15,Tuesday,SYN_828e239d5dfedfdf,Synthetic_ID,Factual
No because I was vaccinated and my mother had polio when she was 9 months old and walked her whole life on crutches and braces so she made sure I wouldn’t get it!!,0.0,0.0,1.0,81.0,English,Facebook,Lorraine Gallick,"Lagos, Nigeria",2025,11,10,5,25,Monday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzk3MDE4OTcyNTIzMjcyMA==,Platform_ID,Factual
@WHONigeria @LSMOH @WHO @WHOAFRO @WMulombo @NCDCgov @Fmohnigeria @NphcdaNG @CWarigon Is it necessary that we snap with the delivery? We don’t need all this... get the vaccine to the Arms of those who need it urgently. Thanks,0.0,0.0,0.0,0.0,English,Twitter,Mchlfreedom,magodo GRA,2021,3,2,21,33,Tuesday,SYN_8c023709c3b790a7,Synthetic_ID,Factual
"And I remember standing in a line of parents and children that wound around the local VFW for blocks to get that polio vaccine, because those parents had seen so many children, some of their older children who suffered from polio and they realized the importance of this vaccination.",0.0,0.0,1.0,81.0,English,Facebook,Diana Dodds,"Australia, NZ, UK, Cambodia",2025,1,19,19,42,Sunday,Y29tbWVudDoxMzU3MzM5ODI5MzM3Mjc5Xzk3NjUyNDcxMTMxNDUwOA==,Platform_ID,Factual
"@enodamade Is it only government schools they are sharing the vaccine, my daughter is 6years old is she old enough to have d vaccine",2.0,0.0,0.0,2063.0,English,Twitter,LouisaChidinma,"Florida, USA",2024,6,2,16,41,Sunday,SYN_d991485949709801,Synthetic_ID,Uncertain
@NigeriaStories When 45% of fake drugs in circulation I no who dey give this mumu Bill Gates GMO advocate award?,0.0,0.0,0.0,11.0,English,Twitter,VeryDarkJoe,Worldwide 🌍,2025,8,11,18,48,Monday,SYN_76fcbe26de9e8baa,Synthetic_ID,Uncertain
"Why do so many parents want to go back to the ""good old days"" when people feared the Summer coming, with Polio tagging along.  Kids on crutches for the rest of their lives.  Kids in Iron Lung machines for life.  Kids losing their lives Summer, after Summer.  And then the miracle!  Salk created a viable vaccine and, in the countries that could afford it, Summer became something to be happy about.  Kids got their vaccines and didn't worry about Polio.  Now we have idiots who want to bring it back, along with Measles, and other killer diseases, because they are stupid enough not to know the history of these diseases but don't want to give the kids the life saving VACCINES.  Love and protect your children.  Keep up with their shots!",0.0,0.0,1.0,81.0,Igbo,Facebook,Sheila Boyland,Nigeria,2024,4,13,10,20,Saturday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfNjg0MDE3MTA0NDQwNjE5,Platform_ID,Factual
@IanCopeland5 Did this vaccine have any pre-liscencing safety studies?,0.0,0.0,0.0,14.0,English,Twitter,rdingundrblchrs,I report all porn and spam.,2024,12,4,10,17,Wednesday,SYN_af0638fc9bf22def,Synthetic_ID,Uncertain
Polio showed up when Governments/ Dairy Corporations pressured women to Stop breastfeeding..mothers breast milk protects infants/ provides natural immunity from Polio virus..,0.0,0.0,1.0,81.0,Igbo,Facebook,Lisa Adams,Nigeria,2025,10,21,7,38,Tuesday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfMTM1ODkyMzMxNjAyMzQ3MQ==,Platform_ID,Factual
The antivaxers would rather get polio 🤮🤢🤕,0.0,0.0,1.0,81.0,English,Facebook,Stu Campbell,"Lagos, Nigeria",2024,1,23,8,21,Tuesday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzY5ODEyMDM2NjE1MTE0MQ==,Platform_ID,Misinformation
WOW the never ending ignorance of anti-vaxers! Cant believe over 120 people could find this post funny! The cruelty and uncaring of the Anti's and MAGA are unbelievable!,0.0,0.0,1.0,81.0,English,Facebook,Randy Stone,"Florida, USA",2025,11,3,22,9,Monday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzExNzE4MjcwNDgxODk0MDY=,Platform_ID,Misinformation
"@pshegs Even as a paramedic, I think the vaccines are becoming too much. @nphcda",1.0,0.0,4.0,259.0,English,Twitter,FreedomOmon,"Lagos, Nigeria",2024,11,28,10,8,Thursday,SYN_ea70a8ed4a2d3349,Synthetic_ID,Factual
"'Polio', again, is not a virus. Prove me wrong.",0.0,0.0,1.0,81.0,English,Facebook,Mike Rom,Ogun state,2021,3,1,15,9,Monday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzE4ODE5ODg5MjYwODA3ODk=,Platform_ID,Uncertain
@pshegs Reject anything common bill Gates,1.0,0.0,1.0,372.0,English,Twitter,uwoye_p,"Kano, Nigeria",2024,9,3,19,37,Tuesday,SYN_28051d7f1683b8da,Synthetic_ID,Uncertain
"Everyone’s health needs differ. But everyone, everywhere, needs access to quality health services and financial protection.
This #UHCDay, we urge leaders to prioritize new ways of doing things – from health policies and partnerships to community health initiatives. @gavi https://t.co/2wxXKAQYaj",1.0,1.0,2.0,28.0,English,Twitter,VaccineNet_NG,Nigeria,2023,12,12,17,28,Tuesday,"=""1734611177307812071""",Platform_ID,Factual
I had hearing loss from mumps and brother had seizures from measles before vaccines were available.,0.0,0.0,1.0,81.0,English,Facebook,Judy Perkins,"Kano, Nigeria",2024,7,7,13,29,Sunday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzExMjIxOTQ4Njk4NjQwMDM=,Platform_ID,Factual
@aproko_doctor Make una rest with this everything vaccine 😖,0.0,0.0,0.0,4.0,English,Twitter,chudieg,"Lagos, Nigeria",2024,11,29,7,44,Friday,SYN_f30a06f1240f7eb9,Synthetic_ID,Factual
